param-0-nm,param-1-n,param-2-m,Rewrite-for-gen-real,Rewrite-for-gen-sys,Rewrite-for-gen-user,Rewrite-for-gen:etransitivity-for-sides-real,Rewrite-for-gen:etransitivity-for-sides-sys,Rewrite-for-gen:etransitivity-for-sides-user,Rewrite-for-gen:generalize-hyps-for-rewriting-real,Rewrite-for-gen:generalize-hyps-for-rewriting-sys,Rewrite-for-gen:generalize-hyps-for-rewriting-user,Rewrite-for-gen-skip-cbv-real,Rewrite-for-gen-skip-cbv-sys,Rewrite-for-gen-skip-cbv-user,Rewrite-lhs-for-regression-quadratic-real,Rewrite-lhs-for-regression-quadratic-sys,Rewrite-lhs-for-regression-quadratic-user,Rewrite-lhs-for-skip-cbv-regression-quadratic-real,Rewrite-lhs-for-skip-cbv-regression-quadratic-sys,Rewrite-lhs-for-skip-cbv-regression-quadratic-user,cps+cbn-regression-quadratic-real,cps+cbn-regression-quadratic-sys,cps+cbn-regression-quadratic-user,cps+cbv-regression-quadratic-real,cps+cbv-regression-quadratic-sys,cps+cbv-regression-quadratic-user,cps+lazy-regression-quadratic-real,cps+lazy-regression-quadratic-sys,cps+lazy-regression-quadratic-user,cps+native-compute-regression-quadratic-real,cps+native-compute-regression-quadratic-sys,cps+native-compute-regression-quadratic-user,cps+simpl-regression-quadratic-real,cps+simpl-regression-quadratic-sys,cps+simpl-regression-quadratic-user,cps+vm-compute-regression-quadratic-real,cps+vm-compute-regression-quadratic-sys,cps+vm-compute-regression-quadratic-user,do-reify-rhs-with:notypeclasses-refine-real,do-reify-rhs-with:notypeclasses-refine-sys,do-reify-rhs-with:notypeclasses-refine-user,do-reify-rhs-with:reify-hint-real,do-reify-rhs-with:reify-hint-sys,do-reify-rhs-with:reify-hint-user,do-rewrite-with:refine-interp-rewrite-real,do-rewrite-with:refine-interp-rewrite-sys,do-rewrite-with:refine-interp-rewrite-user,do-rewrite-with:refine-trans-real,do-rewrite-with:refine-trans-sys,do-rewrite-with:refine-trans-user,do-rewrite-with:vm-cast-no-check-real,do-rewrite-with:vm-cast-no-check-sys,do-rewrite-with:vm-cast-no-check-user,final-cbv-real,final-cbv-sys,final-cbv-user,prove-Wf-real,prove-Wf-sys,prove-Wf-user,prove-Wf-with:refine-real,prove-Wf-with:refine-sys,prove-Wf-with:refine-user,prove-Wf-with:reflexivity-real,prove-Wf-with:reflexivity-sys,prove-Wf-with:reflexivity-user,prove-Wf-with:split-real,prove-Wf-with:split-sys,prove-Wf-with:split-user,prove-Wf-with:vm-compute-real,prove-Wf-with:vm-compute-sys,prove-Wf-with:vm-compute-user,reification-real,reification-sys,reification-user,rewrite-strat(bottomup-bottomup)-regression-exponential-real,rewrite-strat(bottomup-bottomup)-regression-exponential-sys,rewrite-strat(bottomup-bottomup)-regression-exponential-user,rewrite-strat(topdown-bottomup)-regression-exponential-real,rewrite-strat(topdown-bottomup)-regression-exponential-sys,rewrite-strat(topdown-bottomup)-regression-exponential-user,rewriting-real,rewriting-sys,rewriting-user,setoid-rewrite-regression-cubic-real,setoid-rewrite-regression-cubic-sys,setoid-rewrite-regression-cubic-user,vm-compute-and-unify-in-rewrite-real,vm-compute-and-unify-in-rewrite-sys,vm-compute-and-unify-in-rewrite-user
313,1,313,,,,,,,,,,,,,,,,,,,0.922,0.,0.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,313,1,,,,,,,,,,,,,,,,,,,0.55,0.,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,1,314,0.262,0.,0.262,0.,0.,0.,0.007,0.,0.007,,,,0.262,0.,0.262,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.027,0.,0.027,0.01,0.,0.01,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.004,0.,0.004,0.077,0.,0.077,,,,,,,0.128,0.,0.128,,,,0.114,0.,0.114
314,314,1,0.351,0.,0.351,0.,0.,0.,0.007,0.,0.007,,,,0.351,0.,0.351,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.054,0.,0.054,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.19,0.,0.19,,,,0.177,0.,0.177
315,1,315,,,,0.,0.,0.,0.008,0.,0.008,0.242,0.,0.242,,,,0.242,0.,0.242,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.07,0.,0.07,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.083,0.,0.083,,,,,,,0.129,0.,0.129,,,,0.117,0.,0.117
315,315,1,,,,0.,0.,0.,0.008,0.,0.008,0.312,0.,0.312,,,,0.312,0.,0.312,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.067,0.,0.067,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.011,0.,0.011,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.004,0.,0.004,0.081,0.,0.081,,,,,,,0.201,0.,0.201,,,,0.185,0.,0.185
316,1,316,0.265,0.,0.265,0.,0.,0.,0.007,0.,0.007,,,,0.265,0.,0.265,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.066,0.,0.066,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.027,0.,0.027,0.01,0.,0.01,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.08,0.,0.08,,,,,,,0.128,0.,0.128,,,,0.114,0.,0.114
316,316,1,0.354,0.,0.354,0.,0.,0.,0.007,0.,0.007,,,,0.354,0.,0.354,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.053,0.,0.053,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.193,0.,0.193,,,,0.18,0.,0.18
317,1,317,,,,0.,0.,0.,0.008,0.,0.008,0.246,0.,0.246,,,,0.246,0.,0.246,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.067,0.,0.067,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,,,,0.012,0.,0.012,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.081,0.,0.081,,,,,,,0.135,0.,0.135,,,,0.119,0.,0.119
317,317,1,,,,0.,0.,0.,0.007,0.,0.007,0.279,0.003,0.275,,,,0.279,0.003,0.275,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.001,0.,0.,0.,0.,0.001,0.,0.001,,,,0.008,0.001,0.006,0.001,0.001,0.,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.174,0.003,0.17,,,,0.162,0.,0.162
318,1,318,0.264,0.,0.264,0.,0.,0.,0.008,0.,0.008,0.237,0.,0.237,0.265,0.,0.265,0.237,0.,0.237,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.027,0.,0.027,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.128,0.,0.128,,,,0.115,0.,0.115
318,318,1,0.354,0.,0.354,0.,0.,0.,0.008,0.,0.008,0.315,0.,0.315,0.354,0.,0.354,0.316,0.,0.316,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.068,0.,0.068,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.053,0.,0.053,0.012,0.,0.012,0.001,0.,0.001,0.,0.,0.,0.006,0.,0.006,0.001,0.,0.001,0.082,0.,0.082,,,,,,,0.203,0.,0.203,,,,0.187,0.,0.187
320,1,320,0.274,0.,0.274,0.,0.,0.,0.007,0.,0.007,0.246,0.,0.246,0.274,0.,0.274,0.247,0.,0.247,,,,,,,,,,,,,0.296,0.,0.296,,,,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.031,0.,0.031,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.134,0.,0.134,,,,0.121,0.,0.121
320,320,1,0.339,0.,0.339,0.,0.,0.,0.008,0.,0.008,0.313,0.,0.313,0.34,0.,0.34,0.313,0.,0.313,,,,,,,,,,,,,0.125,0.,0.125,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.052,0.,0.052,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.179,0.,0.179,,,,0.167,0.,0.167
321,1,321,,,,,,,,,,,,,,,,,,,1.063,0.,1.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,321,1,,,,,,,,,,,,,,,,,,,0.653,0.,0.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1,322,,,,0.,0.,0.,0.007,0.,0.007,0.244,0.,0.244,,,,0.245,0.,0.245,1.09,0.,1.089,,,,,,,,,,,,,,,,0.,0.,0.,0.066,0.,0.066,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.012,0.,0.012,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.08,0.,0.08,,,,,,,0.135,0.,0.135,,,,0.119,0.,0.119
322,322,1,,,,0.,0.,0.,0.007,0.,0.007,0.308,0.,0.308,,,,0.309,0.,0.309,0.649,0.,0.649,,,,,,,,,,,,,,,,0.,0.,0.,0.066,0.,0.066,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.199,0.,0.199,,,,0.185,0.,0.185
323,1,323,0.269,0.,0.269,0.,0.,0.,0.007,0.,0.007,0.259,0.,0.259,0.269,0.,0.269,0.26,0.,0.26,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.034,0.,0.034,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.127,0.,0.127,,,,0.115,0.,0.115
323,323,1,0.378,0.,0.378,0.,0.,0.,0.007,0.,0.007,0.325,0.,0.325,0.378,0.,0.378,0.325,0.,0.325,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.057,0.,0.057,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.212,0.,0.212,,,,0.198,0.,0.198
325,1,325,0.297,0.,0.297,0.,0.,0.,0.007,0.,0.007,0.249,0.,0.249,0.297,0.,0.297,0.249,0.,0.249,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.076,0.,0.076,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.034,0.,0.034,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.09,0.,0.09,,,,,,,0.143,0.,0.143,,,,0.13,0.,0.13
325,325,1,0.367,0.,0.367,0.,0.,0.,0.008,0.,0.008,0.335,0.,0.335,0.367,0.,0.367,0.335,0.,0.335,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.072,0.,0.072,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.058,0.,0.058,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.085,0.,0.085,,,,,,,0.193,0.,0.193,,,,0.18,0.,0.18
327,1,327,0.269,0.,0.269,0.,0.,0.,0.008,0.,0.008,,,,0.269,0.,0.269,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.028,0.,0.028,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.133,0.,0.133,,,,0.12,0.,0.12
327,327,1,0.357,0.,0.357,0.,0.,0.,0.007,0.,0.007,,,,0.357,0.,0.357,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.048,0.,0.048,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.076,0.,0.076,,,,,,,0.202,0.,0.202,,,,0.19,0.,0.19
328,1,328,,,,0.,0.,0.,0.007,0.,0.007,0.231,0.003,0.227,,,,0.232,0.003,0.228,,,,,,,,,,,,,0.331,0.,0.331,,,,0.,0.,0.,0.066,0.,0.066,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.007,0.,0.007,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.124,0.003,0.12,,,,0.112,0.003,0.108
328,328,1,,,,0.,0.,0.,0.007,0.,0.007,0.288,0.003,0.284,,,,0.288,0.003,0.284,,,,,,,,,,,,,0.13,0.,0.13,,,,0.,0.,0.,0.061,0.,0.061,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.184,0.003,0.18,,,,0.171,0.003,0.167
329,1,329,0.283,0.,0.283,0.,0.,0.,0.007,0.,0.007,,,,0.283,0.,0.283,,,,1.078,0.,1.077,,,,,,,0.12,0.013,0.,,,,0.001,0.,0.001,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.043,0.,0.043,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.132,0.,0.132,,,,0.12,0.,0.12
329,329,1,0.388,0.,0.388,0.,0.,0.,0.007,0.,0.007,,,,0.388,0.,0.388,,,,0.665,0.,0.665,,,,,,,0.119,0.009,0.005,,,,0.001,0.,0.001,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.056,0.,0.056,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.224,0.,0.224,,,,0.21,0.,0.21
331,1,331,0.298,0.,0.298,0.,0.,0.,0.007,0.,0.007,0.276,0.003,0.272,0.298,0.,0.298,0.277,0.003,0.273,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.077,0.,0.077,0.001,0.,0.001,0.,0.,0.,0.,0.,0.,0.027,0.,0.027,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.002,0.,0.002,0.091,0.,0.091,,,,,,,0.15,0.,0.15,,,,0.137,0.,0.137
331,331,1,0.377,0.,0.377,0.,0.,0.,0.008,0.,0.008,0.348,0.,0.348,0.377,0.,0.377,0.348,0.,0.348,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.066,0.,0.066,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.052,0.,0.052,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.08,0.,0.08,,,,,,,0.215,0.,0.215,,,,0.202,0.,0.202
333,1,333,,,,0.,0.,0.,0.014,0.,0.014,0.275,0.,0.275,,,,0.276,0.,0.276,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.072,0.,0.072,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.086,0.,0.086,,,,,,,0.154,0.,0.154,,,,0.14,0.,0.14
333,333,1,,,,0.,0.,0.,0.008,0.,0.008,0.319,0.,0.319,,,,0.32,0.,0.32,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.067,0.,0.067,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.014,0.,0.014,0.001,0.,0.001,0.,0.,0.,0.009,0.,0.009,0.001,0.,0.001,0.081,0.,0.081,,,,,,,0.209,0.,0.209,,,,0.19,0.,0.19
334,1,334,0.27,0.,0.27,0.,0.,0.,0.008,0.,0.008,,,,0.271,0.,0.271,,,,,,,,,,,,,,,,0.279,0.,0.279,,,,0.,0.,0.,0.066,0.,0.066,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.028,0.,0.028,0.012,0.,0.012,0.001,0.,0.001,0.,0.,0.,0.007,0.,0.007,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.133,0.,0.133,,,,0.118,0.,0.118
334,334,1,0.361,0.,0.361,0.,0.,0.,0.007,0.,0.007,,,,0.362,0.,0.362,,,,,,,,,,,,,,,,0.128,0.,0.128,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.052,0.,0.052,0.01,0.,0.01,0.001,0.,0.001,0.,0.,0.,0.005,0.,0.005,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.202,0.,0.202,,,,0.186,0.,0.186
335,1,335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.316,0.,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132,0.003,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1,336,0.278,0.003,0.274,0.,0.,0.,0.008,0.,0.008,0.25,0.,0.25,0.279,0.003,0.275,0.251,0.,0.251,1.099,0.,1.099,,,,,,,,,,,,,,,,0.,0.,0.,0.07,0.,0.07,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.033,0.,0.033,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.002,0.,0.002,0.084,0.,0.084,,,,,,,0.137,0.,0.137,,,,0.124,0.,0.124
336,336,1,0.378,0.,0.378,0.,0.,0.,0.008,0.,0.008,0.307,0.,0.307,0.378,0.,0.378,0.307,0.,0.307,0.662,0.,0.662,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.049,0.,0.049,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.2,0.,0.2,,,,0.186,0.,0.186
337,1,337,,,,,,,,,,,,,,,,,,,1.116,0.,1.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,337,1,,,,,,,,,,,,,,,,,,,0.661,0.003,0.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1,338,0.281,0.,0.281,0.,0.,0.,0.012,0.,0.012,0.253,0.,0.253,0.281,0.,0.281,0.254,0.,0.254,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.03,0.,0.03,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.138,0.,0.138,,,,0.126,0.,0.126
338,338,1,0.381,0.,0.381,0.,0.,0.,0.011,0.,0.011,0.313,0.003,0.309,0.382,0.,0.382,0.313,0.003,0.309,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.062,0.,0.062,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.062,0.,0.062,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.075,0.,0.075,,,,,,,0.211,0.,0.211,,,,0.196,0.,0.196
340,1,340,0.279,0.,0.279,0.,0.,0.,0.008,0.,0.008,,,,0.279,0.,0.279,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.029,0.,0.029,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.079,0.,0.079,,,,,,,0.14,0.,0.14,,,,0.128,0.,0.128
340,340,1,0.361,0.,0.361,0.,0.,0.,0.008,0.,0.008,,,,0.361,0.,0.361,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.051,0.,0.051,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.201,0.,0.201,,,,0.189,0.,0.189
341,1,341,,,,0.,0.,0.,0.011,0.,0.011,0.255,0.,0.255,,,,0.256,0.,0.256,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.067,0.,0.067,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.081,0.,0.081,,,,,,,0.142,0.,0.142,,,,0.129,0.,0.129
341,341,1,,,,0.,0.,0.,0.008,0.,0.008,0.324,0.,0.324,,,,0.324,0.,0.324,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,,,,0.011,0.,0.011,0.003,0.,0.003,0.,0.,0.,0.003,0.,0.003,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.217,0.,0.217,,,,0.199,0.,0.199
342,18,19,0.259,0.,0.259,0.,0.,0.,0.007,0.,0.007,0.2,0.,0.2,0.26,0.,0.26,0.2,0.,0.2,0.03,0.,0.03,0.,0.,0.,0.,0.,0.,0.115,0.008,0.005,0.027,0.,0.027,0.001,0.,0.001,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.039,0.,0.039,0.01,0.,0.01,0.001,0.,0.001,0.,0.,0.,0.005,0.,0.005,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.113,0.,0.113,,,,0.096,0.,0.096
343,1,343,0.27,0.,0.27,0.,0.,0.,0.008,0.,0.008,,,,0.27,0.,0.27,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.065,0.,0.065,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.029,0.,0.029,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.132,0.,0.132,,,,0.12,0.,0.12
343,343,1,0.382,0.,0.382,0.,0.,0.,0.012,0.,0.012,,,,0.382,0.,0.382,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.059,0.,0.059,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.211,0.,0.211,,,,0.197,0.,0.197
344,1,344,,,,0.,0.,0.,0.008,0.,0.008,0.261,0.,0.261,,,,0.261,0.,0.261,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.069,0.,0.069,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.011,0.,0.011,0.001,0.,0.001,0.,0.,0.,0.005,0.,0.005,0.001,0.,0.001,0.083,0.,0.083,,,,,,,0.148,0.,0.148,,,,0.132,0.,0.132
344,344,1,,,,0.,0.,0.,0.008,0.,0.008,0.317,0.,0.317,,,,0.317,0.,0.317,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.068,0.,0.068,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,,,,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.082,0.,0.082,,,,,,,0.205,0.,0.205,,,,0.192,0.,0.192
345,1,345,0.278,0.,0.278,0.,0.,0.,0.007,0.,0.007,,,,0.278,0.,0.278,,,,1.215,0.,1.214,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.03,0.,0.03,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.14,0.,0.14,,,,0.128,0.,0.128
345,345,1,0.388,0.,0.388,0.,0.,0.,0.007,0.,0.007,,,,0.388,0.,0.388,,,,0.672,0.003,0.668,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.067,0.,0.067,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.078,0.,0.078,,,,,,,0.213,0.,0.213,,,,0.199,0.,0.199
346,1,346,0.278,0.,0.278,0.,0.,0.,0.008,0.,0.008,0.246,0.,0.246,0.278,0.,0.278,0.246,0.,0.246,1.115,0.,1.113,,,,,,,,,,,,,,,,0.,0.,0.,0.063,0.,0.063,0.001,0.,0.001,0.,0.,0.,0.001,0.,0.001,0.029,0.,0.029,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.139,0.,0.139,,,,0.127,0.,0.127
346,346,1,0.404,0.,0.404,0.,0.,0.,0.008,0.,0.008,0.317,0.,0.317,0.404,0.,0.404,0.317,0.,0.317,0.682,0.003,0.677,,,,,,,,,,,,,,,,0.,0.,0.,0.064,0.,0.064,0.001,0.,0.001,0.,0.,0.,0.003,0.,0.003,0.061,0.,0.061,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.077,0.,0.077,,,,,,,0.21,0.,0.21,,,,0.196,0.,0.196
347,1,347,0.291,0.,0.291,0.,0.,0.,0.008,0.,0.008,,,,0.291,0.,0.291,,,,,,,,,,,,,,,,,,,,,,0.,0.,0.,0.068,0.,0.068,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.034,0.,0.034,0.008,0.,0.008,0.001,0.,0.001,0.,0.,0.,0.002,0.,0.002,0.001,0.,0.001,0.082,0.,0.082,,,,,,,0.144,0.,0.144,,,,0.132,0.,0.132
